0 info it worked if it ends with ok
243 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\tinyglobby\package.json
244 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\ts-api-utils\package.json
245 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\ts-interface-checker\package.json
246 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\tsconfig-paths\package.json
247 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\type-check\package.json
248 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\type-fest\package.json
249 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\typed-array-buffer\package.json
250 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\typed-array-byte-length\package.json
251 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\typed-array-byte-offset\package.json
252 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\typed-array-length\package.json
253 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\typescript\package.json
254 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\unbox-primitive\package.json
255 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\unrs-resolver\package.json
256 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\update-browserslist-db\package.json
257 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\uri-js\package.json
258 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\util-deprecate\package.json
259 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\which\package.json
260 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\which-boxed-primitive\package.json
261 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\which-builtin-type\package.json
262 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\which-collection\package.json
263 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\which-typed-array\package.json
264 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\word-wrap\package.json
265 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\wrap-ansi\package.json
266 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\wrap-ansi-cjs\package.json
267 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\wrappy\package.json
268 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\yaml\package.json
269 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\yocto-queue\package.json
270 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@eslint-community\eslint-utils\package.json
271 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@eslint-community\regexpp\package.json
272 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@eslint\eslintrc\package.json
273 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@eslint\js\package.json
274 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@alloc\quick-lru\package.json
275 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@isaacs\cliui\package.json
276 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@next\env\package.json
277 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@next\eslint-plugin-next\package.json
278 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@next\swc-win32-x64-msvc\package.json
279 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@humanwhocodes\config-array\package.json
280 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@humanwhocodes\module-importer\package.json
281 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@humanwhocodes\object-schema\package.json
282 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@jridgewell\gen-mapping\package.json
283 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@jridgewell\resolve-uri\package.json
284 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@jridgewell\sourcemap-codec\package.json
285 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@jridgewell\trace-mapping\package.json
286 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@nolyfill\is-core-module\package.json
287 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@nodelib\fs.scandir\package.json
288 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@nodelib\fs.stat\package.json
289 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@nodelib\fs.walk\package.json
290 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@pkgjs\parseargs\package.json
291 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@rtsao\scc\package.json
292 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@swc\counter\package.json
293 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@swc\helpers\package.json
294 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@rushstack\eslint-patch\package.json
295 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\json5\package.json
296 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@ungap\structured-clone\package.json
297 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@typescript-eslint\parser\package.json
298 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@typescript-eslint\scope-manager\package.json
299 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@typescript-eslint\types\package.json
300 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@typescript-eslint\typescript-estree\package.json
301 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@typescript-eslint\visitor-keys\package.json
302 verbose installManyTop reading scoped package data from C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@unrs\resolver-binding-win32-x64-msvc\package.json
303 info package.json client-only@0.0.1 No repository field.
304 info package.json client-only@0.0.1 No README data
305 info package.json eslint-config-next@14.2.5 No README data
306 info package.json eslint-module-utils@2.12.1 No README data
307 info package.json next-themes@0.3.0 No description
308 info package.json next-themes@0.3.0 No README data
309 info package.json @nolyfill/is-core-module@1.0.39 No description
310 info package.json @nolyfill/is-core-module@1.0.39 No README data
311 info package.json @swc/helpers@0.5.5 No README data
312 info package.json busboy@1.6.0 No license field.
313 info package.json jackspeak@2.3.6 license should be a valid SPDX license expression
314 info package.json path-scurry@1.11.1 license should be a valid SPDX license expression
315 info package.json streamsearch@1.1.0 No license field.
316 verbose readDependencies loading dependencies from C:\Users\Ayishatu\BreakPoint\frontend\package.json
317 silly cache add args [ '@types/react', null ]
318 verbose cache add spec @types/react
319 silly cache add args [ '@types/node', null ]
320 verbose cache add spec @types/node
321 silly cache add parsed spec Result {
321 silly cache add   raw: '@types/react',
321 silly cache add   scope: '@types',
321 silly cache add   name: '@types/react',
321 silly cache add   rawSpec: '',
321 silly cache add   spec: 'latest',
321 silly cache add   type: 'tag'
321 silly cache add }
322 silly addNamed @types/react@latest
323 verbose addNamed "latest" is being treated as a dist-tag for @types/react
324 info addNameTag [ '@types/react', 'latest' ]
325 silly mapToRegistry name @types/react
326 silly mapToRegistry scope (from package name) @types
327 verbose mapToRegistry no registry URL found in name for scope @types
328 silly mapToRegistry using default registry
329 silly mapToRegistry registry https://registry.yarnpkg.com/
330 silly mapToRegistry data Result {
330 silly mapToRegistry   raw: '@types/react',
330 silly mapToRegistry   scope: '@types',
330 silly mapToRegistry   name: '@types/react',
330 silly mapToRegistry   rawSpec: '',
330 silly mapToRegistry   spec: 'latest',
330 silly mapToRegistry   type: 'tag'
330 silly mapToRegistry }
331 silly mapToRegistry uri https://registry.yarnpkg.com/@types%2freact
332 verbose addNameTag registry:https://registry.yarnpkg.com/@types%2freact not in flight; fetching
333 silly cache add parsed spec Result {
333 silly cache add   raw: '@types/node',
333 silly cache add   scope: '@types',
333 silly cache add   name: '@types/node',
333 silly cache add   rawSpec: '',
333 silly cache add   spec: 'latest',
333 silly cache add   type: 'tag'
333 silly cache add }
334 silly addNamed @types/node@latest
335 verbose addNamed "latest" is being treated as a dist-tag for @types/node
336 info addNameTag [ '@types/node', 'latest' ]
337 silly mapToRegistry name @types/node
338 silly mapToRegistry scope (from package name) @types
339 verbose mapToRegistry no registry URL found in name for scope @types
340 silly mapToRegistry using default registry
341 silly mapToRegistry registry https://registry.yarnpkg.com/
342 silly mapToRegistry data Result {
342 silly mapToRegistry   raw: '@types/node',
342 silly mapToRegistry   scope: '@types',
342 silly mapToRegistry   name: '@types/node',
342 silly mapToRegistry   rawSpec: '',
342 silly mapToRegistry   spec: 'latest',
342 silly mapToRegistry   type: 'tag'
342 silly mapToRegistry }
343 silly mapToRegistry uri https://registry.yarnpkg.com/@types%2fnode
344 verbose addNameTag registry:https://registry.yarnpkg.com/@types%2fnode not in flight; fetching
345 verbose request uri https://registry.yarnpkg.com/@types%2freact
346 verbose request no auth needed
347 info attempt registry request try #1 at 12:18:01 pm
348 verbose request id 8b30fd7f6c765fad
349 http request GET https://registry.yarnpkg.com/@types%2freact
350 verbose request uri https://registry.yarnpkg.com/@types%2fnode
351 verbose request no auth needed
352 info attempt registry request try #1 at 12:18:01 pm
353 http request GET https://registry.yarnpkg.com/@types%2fnode
354 http 200 https://registry.yarnpkg.com/@types%2freact
355 verbose headers {
355 verbose headers   date: 'Mon, 08 Sep 2025 12:18:05 GMT',
355 verbose headers   'content-type': 'application/json',
355 verbose headers   'transfer-encoding': 'chunked',
355 verbose headers   connection: 'keep-alive',
355 verbose headers   'content-encoding': 'gzip',
355 verbose headers   'cf-ray': '97be62f0cdf5e3b1-LIS',
355 verbose headers   'cf-cache-status': 'HIT',
355 verbose headers   'access-control-allow-origin': '*',
355 verbose headers   age: '46',
355 verbose headers   'cache-control': 'public, max-age=300',
355 verbose headers   etag: 'W/"77f4f7cf1d034dd3619ff11db451e161"',
355 verbose headers   'last-modified': 'Wed, 27 Aug 2025 17:02:43 GMT',
355 verbose headers   vary: 'accept-encoding, accept',
355 verbose headers   'set-cookie': [
355 verbose headers     '_cfuvid=8hm2PPVUwH7wEvApL2GbJOSXjVc9QVWI9v0d7m8y9WE-1757333885615-0.0.1.1-604800000; path=/; domain=.registry.yarnpkg.com; HttpOnly; Secure; SameSite=None'
355 verbose headers   ],
355 verbose headers   server: 'cloudflare'
355 verbose headers }
356 silly get cb [
356 silly get   200,
356 silly get   {
356 silly get     date: 'Mon, 08 Sep 2025 12:18:05 GMT',
356 silly get     'content-type': 'application/json',
356 silly get     'transfer-encoding': 'chunked',
356 silly get     connection: 'keep-alive',
356 silly get     'content-encoding': 'gzip',
356 silly get     'cf-ray': '97be62f0cdf5e3b1-LIS',
356 silly get     'cf-cache-status': 'HIT',
356 silly get     'access-control-allow-origin': '*',
356 silly get     age: '46',
356 silly get     'cache-control': 'public, max-age=300',
356 silly get     etag: 'W/"77f4f7cf1d034dd3619ff11db451e161"',
356 silly get     'last-modified': 'Wed, 27 Aug 2025 17:02:43 GMT',
356 silly get     vary: 'accept-encoding, accept',
356 silly get     'set-cookie': [
356 silly get       '_cfuvid=8hm2PPVUwH7wEvApL2GbJOSXjVc9QVWI9v0d7m8y9WE-1757333885615-0.0.1.1-604800000; path=/; domain=.registry.yarnpkg.com; HttpOnly; Secure; SameSite=None'
356 silly get     ],
356 silly get     server: 'cloudflare'
356 silly get   }
356 silly get ]
357 verbose get saving @types/react to C:\Users\Ayishatu\AppData\Local\npm-cache\registry.yarnpkg.com\_40types_252freact\.cache.json
358 verbose correctMkdir C:\Users\Ayishatu\AppData\Local\npm-cache correctMkdir not in flight; initializing
359 silly addNameTag next cb for @types/react with tag latest
360 silly addNamed @types/react@19.1.12
361 verbose addNamed "19.1.12" is a plain semver version for @types/react
362 silly mapToRegistry name @types/react
363 silly mapToRegistry scope (from package name) @types
364 verbose mapToRegistry no registry URL found in name for scope @types
365 silly mapToRegistry using default registry
366 silly mapToRegistry registry https://registry.yarnpkg.com/
367 silly mapToRegistry data Result {
367 silly mapToRegistry   raw: '@types/react',
367 silly mapToRegistry   scope: '@types',
367 silly mapToRegistry   name: '@types/react',
367 silly mapToRegistry   rawSpec: '',
367 silly mapToRegistry   spec: 'latest',
367 silly mapToRegistry   type: 'tag'
367 silly mapToRegistry }
368 silly mapToRegistry uri https://registry.yarnpkg.com/@types%2freact
369 verbose addRemoteTarball https://registry.npmjs.org/@types/react/-/react-19.1.12.tgz not in flight; adding
370 verbose addRemoteTarball [
370 verbose addRemoteTarball   'https://registry.npmjs.org/@types/react/-/react-19.1.12.tgz',
370 verbose addRemoteTarball   '7bfaa76aabbb0b4fe0493c21a3a7a93d33e8937b'
370 verbose addRemoteTarball ]
371 info retry fetch attempt 1 at 12:18:05 pm
372 info attempt registry request try #1 at 12:18:05 pm
373 http fetch GET https://registry.npmjs.org/@types/react/-/react-19.1.12.tgz
374 http fetch 200 https://registry.npmjs.org/@types/react/-/react-19.1.12.tgz
375 silly fetchAndShaCheck shasum 7bfaa76aabbb0b4fe0493c21a3a7a93d33e8937b
376 verbose addTmpTarball C:\Users\Ayishatu\AppData\Local\Temp\npm-1732-839da7aa\registry.npmjs.org\_40types\react\-\react-19.1.12.tgz not in flight; adding
377 verbose addTmpTarball already have metadata; skipping unpack for @types/react@19.1.12
378 verbose correctMkdir C:\Users\Ayishatu\AppData\Local\npm-cache correctMkdir not in flight; initializing
379 silly cache afterAdd @types/react@19.1.12
380 verbose afterAdd C:\Users\Ayishatu\AppData\Local\npm-cache\@types\react\19.1.12\package\package.json not in flight; writing
381 verbose correctMkdir C:\Users\Ayishatu\AppData\Local\npm-cache correctMkdir not in flight; initializing
382 verbose afterAdd C:\Users\Ayishatu\AppData\Local\npm-cache\@types\react\19.1.12\package\package.json written
383 http 200 https://registry.yarnpkg.com/@types%2fnode
384 verbose headers {
384 verbose headers   date: 'Mon, 08 Sep 2025 12:18:05 GMT',
384 verbose headers   'content-type': 'application/json',
384 verbose headers   'transfer-encoding': 'chunked',
384 verbose headers   connection: 'keep-alive',
384 verbose headers   'content-encoding': 'gzip',
384 verbose headers   'cf-ray': '97be62ef3bd9aa64-CPT',
384 verbose headers   'cf-cache-status': 'HIT',
384 verbose headers   'access-control-allow-origin': '*',
384 verbose headers   age: '278',
384 verbose headers   'cache-control': 'public, max-age=300',
384 verbose headers   etag: 'W/"abd7ab9dff6b6608dda48d198de5b941"',
384 verbose headers   'last-modified': 'Thu, 04 Sep 2025 10:03:13 GMT',
384 verbose headers   vary: 'accept-encoding, accept',
384 verbose headers   'set-cookie': [
384 verbose headers     '_cfuvid=MPCV.O93vXfvUQH6siRE58o5GOVs.jsLAZXbNkNIYEc-1757333885363-0.0.1.1-604800000; path=/; domain=.registry.yarnpkg.com; HttpOnly; Secure; SameSite=None'
384 verbose headers   ],
384 verbose headers   server: 'cloudflare'
384 verbose headers }
385 silly get cb [
385 silly get   200,
385 silly get   {
385 silly get     date: 'Mon, 08 Sep 2025 12:18:05 GMT',
385 silly get     'content-type': 'application/json',
385 silly get     'transfer-encoding': 'chunked',
385 silly get     connection: 'keep-alive',
385 silly get     'content-encoding': 'gzip',
385 silly get     'cf-ray': '97be62ef3bd9aa64-CPT',
385 silly get     'cf-cache-status': 'HIT',
385 silly get     'access-control-allow-origin': '*',
385 silly get     age: '278',
385 silly get     'cache-control': 'public, max-age=300',
385 silly get     etag: 'W/"abd7ab9dff6b6608dda48d198de5b941"',
385 silly get     'last-modified': 'Thu, 04 Sep 2025 10:03:13 GMT',
385 silly get     vary: 'accept-encoding, accept',
385 silly get     'set-cookie': [
385 silly get       '_cfuvid=MPCV.O93vXfvUQH6siRE58o5GOVs.jsLAZXbNkNIYEc-1757333885363-0.0.1.1-604800000; path=/; domain=.registry.yarnpkg.com; HttpOnly; Secure; SameSite=None'
385 silly get     ],
385 silly get     server: 'cloudflare'
385 silly get   }
385 silly get ]
386 verbose get saving @types/node to C:\Users\Ayishatu\AppData\Local\npm-cache\registry.yarnpkg.com\_40types_252fnode\.cache.json
387 verbose correctMkdir C:\Users\Ayishatu\AppData\Local\npm-cache correctMkdir not in flight; initializing
388 silly addNameTag next cb for @types/node with tag latest
389 silly addNamed @types/node@24.3.1
390 verbose addNamed "24.3.1" is a plain semver version for @types/node
391 silly cache afterAdd @types/node@24.3.1
392 verbose afterAdd C:\Users\Ayishatu\AppData\Local\npm-cache\@types\node\24.3.1\package\package.json not in flight; writing
393 verbose correctMkdir C:\Users\Ayishatu\AppData\Local\npm-cache correctMkdir not in flight; initializing
394 verbose afterAdd C:\Users\Ayishatu\AppData\Local\npm-cache\@types\node\24.3.1\package\package.json written
395 silly install resolved [
395 silly install resolved   {
395 silly install resolved     name: '@types/react',
395 silly install resolved     version: '19.1.12',
395 silly install resolved     license: 'MIT',
395 silly install resolved     _id: '@types/react@19.1.12',
395 silly install resolved     maintainers: [ [Object] ],
395 silly install resolved     contributors: [
395 silly install resolved       [Object], [Object], [Object],
395 silly install resolved       [Object], [Object], [Object],
395 silly install resolved       [Object], [Object], [Object],
395 silly install resolved       [Object], [Object], [Object],
395 silly install resolved       [Object], [Object], [Object],
395 silly install resolved       [Object], [Object], [Object],
395 silly install resolved       [Object], [Object], [Object],
395 silly install resolved       [Object], [Object], [Object],
395 silly install resolved       [Object], [Object], [Object]
395 silly install resolved     ],
395 silly install resolved     homepage: 'https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/react',
395 silly install resolved     dist: {
395 silly install resolved       shasum: '7bfaa76aabbb0b4fe0493c21a3a7a93d33e8937b',
395 silly install resolved       tarball: 'https://registry.npmjs.org/@types/react/-/react-19.1.12.tgz',
395 silly install resolved       fileCount: 28,
395 silly install resolved       integrity: 'sha512-cMoR+FoAf/Jyq6+Df2/Z41jISvGZZ2eTlnsaJRptmZ76Caldwy1odD4xTr/gNV9VLj0AWgg/nmkevIyUfIIq5w==',
395 silly install resolved       signatures: [Array],
395 silly install resolved       unpackedSize: 808145
395 silly install resolved     },
395 silly install resolved     main: '',
395 silly install resolved     types: 'index.d.ts',
395 silly install resolved     exports: {
395 silly install resolved       '.': [Object],
395 silly install resolved       './canary': [Object],
395 silly install resolved       './jsx-runtime': [Object],
395 silly install resolved       './experimental': [Object],
395 silly install resolved       './package.json': './package.json',
395 silly install resolved       './jsx-dev-runtime': [Object],
395 silly install resolved       './compiler-runtime': [Object]
395 silly install resolved     },
395 silly install resolved     scripts: {},
395 silly install resolved     _npmUser: { name: 'types', email: 'ts-npm-types@microsoft.com' },
395 silly install resolved     repository: {
395 silly install resolved       url: 'https://github.com/DefinitelyTyped/DefinitelyTyped.git',
395 silly install resolved       type: 'git',
395 silly install resolved       directory: 'types/react'
395 silly install resolved     },
395 silly install resolved     description: 'TypeScript definitions for react',
395 silly install resolved     directories: {},
395 silly install resolved     dependencies: { csstype: '^3.0.2' },
395 silly install resolved     typesVersions: { '<=5.0': [Object] },
395 silly install resolved     _hasShrinkwrap: false,
395 silly install resolved     peerDependencies: {},
395 silly install resolved     typeScriptVersion: '5.2',
395 silly install resolved     _npmOperationalInternal: {
395 silly install resolved       tmp: 'tmp/react_19.1.12_1756314153242_0.7128175076566821',
395 silly install resolved       host: 's3://npm-registry-packages-npm-production'
395 silly install resolved     },
395 silly install resolved     typesPublisherContentHash: '59e7509ab740518a751d8910ee1150e7e8056ac89bef5db10db693128940b821',
395 silly install resolved     _shasum: '7bfaa76aabbb0b4fe0493c21a3a7a93d33e8937b',
395 silly install resolved     _resolved: 'https://registry.npmjs.org/@types/react/-/react-19.1.12.tgz',
395 silly install resolved     _from: '@types/react@latest'
395 silly install resolved   },
395 silly install resolved   {
395 silly install resolved     name: '@types/node',
395 silly install resolved     version: '24.3.1',
395 silly install resolved     license: 'MIT',
395 silly install resolved     _id: '@types/node@24.3.1',
395 silly install resolved     maintainers: [ [Object] ],
395 silly install resolved     contributors: [
395 silly install resolved       [Object], [Object], [Object],
395 silly install resolved       [Object], [Object], [Object],
395 silly install resolved       [Object], [Object], [Object],
395 silly install resolved       [Object], [Object], [Object],
395 silly install resolved       [Object], [Object], [Object],
395 silly install resolved       [Object], [Object], [Object],
395 silly install resolved       [Object], [Object], [Object],
395 silly install resolved       [Object], [Object], [Object]
395 silly install resolved     ],
395 silly install resolved     homepage: 'https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/node',
395 silly install resolved     dist: {
395 silly install resolved       shasum: 'b0a3fb2afed0ef98e8d7f06d46ef6349047709f3',
395 silly install resolved       tarball: 'https://registry.npmjs.org/@types/node/-/node-24.3.1.tgz',
395 silly install resolved       fileCount: 85,
395 silly install resolved       integrity: 'sha512-3vXmQDXy+woz+gnrTvuvNrPzekOi+Ds0ReMxw0LzBiK3a+1k0kQn9f2NWk+lgD4rJehFUmYy2gMhJ2ZI+7YP9g==',
395 silly install resolved       signatures: [Array],
395 silly install resolved       unpackedSize: 2406939
395 silly install resolved     },
395 silly install resolved     main: '',
395 silly install resolved     types: 'index.d.ts',
395 silly install resolved     scripts: {},
395 silly install resolved     _npmUser: { name: 'types', email: 'ts-npm-types@microsoft.com' },
395 silly install resolved     repository: {
395 silly install resolved       url: 'git+https://github.com/DefinitelyTyped/DefinitelyTyped.git',
395 silly install resolved       type: 'git',
395 silly install resolved       directory: 'types/node'
395 silly install resolved     },
395 silly install resolved     description: 'TypeScript definitions for node',
395 silly install resolved     directories: {},
395 silly install resolved     dependencies: { 'undici-types': '~7.10.0' },
395 silly install resolved     typesVersions: { '<=5.6': [Object], '<=5.7': [Object] },
395 silly install resolved     _hasShrinkwrap: false,
395 silly install resolved     peerDependencies: {},
395 silly install resolved     typeScriptVersion: '5.2',
395 silly install resolved     _npmOperationalInternal: {
395 silly install resolved       tmp: 'tmp/node_24.3.1_1756980160670_0.1572719508369389',
395 silly install resolved       host: 's3://npm-registry-packages-npm-production'
395 silly install resolved     },
395 silly install resolved     typesPublisherContentHash: '178c30a76a74f3afb6f7d4e412cd6957c2fb4bb51e6666143a72508c73a154c7',
395 silly install resolved     _shasum: 'b0a3fb2afed0ef98e8d7f06d46ef6349047709f3',
395 silly install resolved     _resolved: 'https://registry.npmjs.org/@types/node/-/node-24.3.1.tgz',
395 silly install resolved     _from: '@types/node@latest',
395 silly install resolved     bugs: {
395 silly install resolved       url: 'https://github.com/DefinitelyTyped/DefinitelyTyped/issues'
395 silly install resolved     },
395 silly install resolved     readme: 'ERROR: No README data found!'
395 silly install resolved   }
395 silly install resolved ]
396 info install @types/react@19.1.12 into C:\Users\Ayishatu\BreakPoint\frontend
397 info install @types/node@24.3.1 into C:\Users\Ayishatu\BreakPoint\frontend
398 info installOne @types/react@19.1.12
399 verbose installOne of @types/react to C:\Users\Ayishatu\BreakPoint\frontend not in flight; installing
400 verbose correctMkdir C:\Users\Ayishatu\AppData\Local\npm-cache\_locks correctMkdir not in flight; initializing
401 info installOne @types/node@24.3.1
402 verbose installOne of @types/node to C:\Users\Ayishatu\BreakPoint\frontend not in flight; installing
403 verbose correctMkdir C:\Users\Ayishatu\AppData\Local\npm-cache\_locks correctMkdir already in flight; waiting
404 verbose lock using C:\Users\Ayishatu\AppData\Local\npm-cache\_locks\types-react-2c5ee4a81e643a43.lock for C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\react
405 verbose lock using C:\Users\Ayishatu\AppData\Local\npm-cache\_locks\types-node-504a83edce91b1b9.lock for C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\node
406 silly install write writing @types/react 19.1.12 to C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\react
407 silly install write writing @types/node 24.3.1 to C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\node
408 verbose unbuild node_modules\@types\react
409 verbose unbuild node_modules\@types\node
410 silly gentlyRm C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\react is being purged from base C:\Users\Ayishatu\BreakPoint\frontend
411 verbose gentlyRm don't care about contents; nuking C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\react
412 silly gentlyRm C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\node is being purged from base C:\Users\Ayishatu\BreakPoint\frontend
413 verbose gentlyRm don't care about contents; nuking C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\node
414 verbose tar unpack C:\Users\Ayishatu\AppData\Local\npm-cache\@types\react\19.1.12\package.tgz
415 verbose tar unpacking to C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\react
416 silly gentlyRm C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\react is being purged
417 verbose gentlyRm don't care about contents; nuking C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\react
418 verbose tar unpack C:\Users\Ayishatu\AppData\Local\npm-cache\@types\node\24.3.1\package.tgz
419 verbose tar unpacking to C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\node
420 silly gentlyRm C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\node is being purged
421 verbose gentlyRm don't care about contents; nuking C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\node
422 silly gunzTarPerm modes [ '777', '666' ]
423 silly gunzTarPerm modes [ '777', '666' ]
424 silly gunzTarPerm extractEntry
425 silly gunzTarPerm modified mode [ '', 493, 511 ]
426 silly gunzTarPerm extractEntry
427 silly gunzTarPerm modified mode [ '', 493, 511 ]
428 silly gunzTarPerm extractEntry
429 silly gunzTarPerm modified mode [ '', 420, 438 ]
430 silly gunzTarPerm extractEntry
431 silly gunzTarPerm modified mode [ '', 420, 438 ]
432 silly gunzTarPerm extractEntry
433 silly gunzTarPerm modified mode [ '', 420, 438 ]
434 silly gunzTarPerm extractEntry
435 silly gunzTarPerm modified mode [ '', 420, 438 ]
436 silly gunzTarPerm extractEntry
437 silly gunzTarPerm modified mode [ '', 420, 438 ]
438 silly gunzTarPerm extractEntry
439 silly gunzTarPerm modified mode [ '', 493, 511 ]
440 silly gunzTarPerm extractEntry
441 silly gunzTarPerm modified mode [ '', 420, 438 ]
442 silly gunzTarPerm extractEntry
443 silly gunzTarPerm modified mode [ '', 420, 438 ]
444 silly gunzTarPerm extractEntry
445 silly gunzTarPerm modified mode [ '', 420, 438 ]
446 silly gunzTarPerm extractEntry
447 silly gunzTarPerm modified mode [ '', 420, 438 ]
448 silly gunzTarPerm extractEntry
